id,score,referenceName,referenceTime,content,tag
11830287223,5,Apple_iPhone_8,2018/8/22 9:22,说一说 买 久用 不卡 以上 无 压力 需 更换 电池 不落 时 王者 荣耀 更新 反观 机海 战术 厂商 安全 封闭系统 提高 安全性 现在 移动 支付 普及 觉得 安全 重要 问 所谓 后台 病毒 不法分子 能耐 苹果 流畅 迅速 最新 处理器 相比 同期 安卓 旗舰 处理器 差距 知道 对比 安卓 最 流畅 差距 清楚 做工 精致 标配 防水 标配 手机 使用 久 划痕 以上 是从 整体 非 举出 特例 喷 请 住嘴 支持 安卓 快快 离开 页面,1
10935325326,1,Apple_iPhone_8,2017/11/7 12:42,注意 评论 上周 买 不到 天 上周 价格 送京豆 京豆 块钱 京东 买 东西 来说 算是 亏了 优惠,0
12207250623,5,Apple_iPhone_8,2018/12/1 12:03,用到 现在 出现 问题 期待 质量 杠杠 双十 一拍 价钱 实惠 挺 好看 手机 性能 挺 好 外观 漂亮 大爱 好看 手感 好 满意 手感 好 运行 速度 手感 好 速度,1
11395855215,1,Apple_iPhone_8,2018/4/14 0:54,买 两天 降价 醉,0
11621352512,1,Apple_iPhone_8,2018/6/21 0:37,老婆 非 一点 不喜 同等 价位 华为 远超,0
10972437472,2,Apple_iPhone_8,2017/11/15 7:57,手机 目前 翻车 感恩 价格 号 晚上 买 凌晨 降价 早上 打算 保价 一直 失败 下午 抢单 预约 抢 死活 抢 不到 等于 不翼而飞 难受,0
11170302236,1,Apple_iPhone_8,2018/1/18 21:32,新机 问题,0
12493525907,5,Apple_iPhone_8,2019/2/27 17:34,手机 配送 太 垃圾,1
10962535820,5,Apple_iPhone_8,2017/11/13 11:19,安装 容易 看着 说明 电源 网线 硬盘 容易 安装 安装 完 照片 文档 备份 玩 客云 上面 速度 超级 使用 方便 视频 完全 问题 千元 百元 享受 赞赞赞,1
11708919299,5,Apple_iPhone_8,2018/7/16 10:09,手机 好 速度 颜色 漂亮 时尚 款 我用 感觉 特别 好 棒棒 想换 手机 亲们 这是 最好 选择 价格 相当,1
10896097115,1,Apple_iPhone_8,2017/10/26 22:35,还好 价格 保护 店大欺客,0
11710859372,1,Apple_iPhone_8,2018/7/16 19:03,买 送 亲人 现在 知道 前 摄像头 没用 有时候 卡 动,0
10938701487,1,Apple_iPhone_8,2017/11/8 9:43,刚买 一天 降价,0
12388435041,5,Apple_iPhone_8,2019/1/19 13:22,机子 全新 未 拆封,1
11509911496,5,Apple_iPhone_8,2018/5/22 20:21,苹果 搭载 仿生 处理器 高 通晓 龙 相比 各类 跑 分 软件 整体 跑 分 数据 单核 跑 分 数据 苹果 仿生 处理器 强 一点 再 结合 苹果 整体 体验 好 全面 屏 超高 屏 占 取消 之前 经典 圆形 键 采用 面部 识别 虹膜 扫描 无线 充电 快充 摄像,1
11623936876,5,Apple_iPhone_8,2018/6/21 15:41,喜欢 喜欢 想换个 想 久 换 喜欢 手感 你好 正品 物流 很快 喜欢,1
12421902155,5,Apple_iPhone_8,2019/1/29 8:57,不错 收到 比较满意 送货 很快,1
10955224583,1,Apple_iPhone_8,2017/11/11 23:28,手机 暂时 没用 先看 下 京东 一星 价格 变动 顾客 傻瓜 之前 减了 完 搞 活动 减 买 减 呵呵,0
12503033043,5,Apple_iPhone_8,2019/3/2 17:20,使用 一段时间 速度 不错,1
10950584692,5,Apple_iPhone_8,2017/11/11 3:05,京东 快递 小哥 负责 当面 签收 辛苦 拿到 手机 上手 手感 特别 好 整机 一体化 好 性能 强大 玩 手游 开 最高 画质 卡顿 目前 配 优化 手机 运行 流畅 度 好,1
12492159854,5,Apple_iPhone_8,2019/2/27 10:41,不错,1
12399908698,5,Apple_iPhone_8,2019/1/22 17:44,好,1
11711793116,5,Apple_iPhone_8,2018/7/17 1:57,早上 下单 下午 速度 确实 手机 反应 不用说 很快 力 一直 想 买 一部 苹果 试试 本来 下单 付款 后 两天 商 发货 直接 退款 买 苹果 感觉 选择 没错 苹果 确实 国产 好 系统 流畅 外观 漂亮 关键 实用性 高 用个 问题 两 三部 国产 旗舰 卡顿 就要 换 安卓机 外观 很漂亮 激进 实用价值 不高 外 观看 一段时间 腻 系统 给力 真的 给力 买 第一部 苹果 体验 好 信赖 京东 没错 愉快 愉快 一次 购物 体验 一段时间 之后 再来 追评 唯一 缺点 快递 包装 结实 气泡 袋防 压防 摔 导致 包装盒 两个 角有 碰撞 痕迹 以后 包装 好 更好 没什么 大碍 做到 以防万一,1
12435772411,5,Apple_iPhone_8,2019/2/3 21:24,外壳 有点 掉 漆 影响 性能 算是 缺陷美 手机 性能 体现 强大 希望 国产手机 能够 能够 进步 强大 问题 知道 下载 电子 发票 谢谢 京东 京东 递给 超值 服务,1
12433806580,5,Apple_iPhone_8,2019/2/2 19:53,不错 太大 舒服 配置 跟不上 苹果 产品质量 视频 前 京东 四零 八八 买 已经 升级 最新 流畅 省 电 同期 某为 产品 走 两步 海军 再 没用 质量 说话,1
12379463887,5,Apple_iPhone_8,2019/1/16 19:14,用户 未填写 评价 内容,1
12471149680,1,Apple_iPhone_8,2019/2/20 19:44,我用 助手 检验 新机 换 主板 翻新 机 现在 正在 想 办法 投诉,0
12034312295,5,Apple_iPhone_8,2018/10/22 23:39,金色 新机 破损 缺陷 外观 满分 挺 沉 官 网查 之后 手机 流畅 相机 播放器 问题 下 软件 用起 流畅 棒 心情舒畅,1
12447679712,5,Apple_iPhone_8,2019/2/12 17:01,用户 未填写 评价 内容,1
11636375159,5,Apple_iPhone_8,2018/6/24 15:40,正品 全新 未激活 京东 买 东西 相对 放心 手机 好 流畅 续航 换成 双面 玻璃 缘故 沉 感觉 设计 倒 比较 适合 银色 耐看 干净 典雅,1
11303974270,5,Apple_iPhone_8,2018/3/12 18:44,外观 漂亮 屏幕 清晰 照片 效果 棒 系统 流畅 京东 物流 很快 服务 好 手机 手感 金色 亮丽 漂亮 京东 价格 实惠 好,1
12237308613,5,Apple_iPhone_8,2018/12/9 15:54,评价 之前 买 一个 老公 这次 换 一个 看着 双摄 觉得 屏幕 有点 习惯 好 颜值 貌美 系统 运行 流畅 拍照 效果 好 电池容量 轻度 使用 一天 使用 比较 一天 毛病 方面 满意 京东 白条 期 免息 划算 送货 准时 满意 信任 京东,1
12498584049,5,Apple_iPhone_8,2019/3/1 10:59,用户 未填写 评价 内容,1
12269836658,2,Apple_iPhone_8,2018/12/17 9:48,女朋友 牙 笑 掉 惨 再也 钱 出去玩,0
11564766802,5,Apple_iPhone_8,2018/6/7 13:25,红色 漂亮 一大截 厨子 一起 买 这台 收藏 希望 机器 问题 好 性能 第一 续航 来说 超过 爱国 厂 毫安 拍照 最好 完全 够用 最好 顶级 屏 眼睛 不好 推荐,1
11324182685,1,Apple_iPhone_8,2018/3/19 17:14,刚买 降价 再也 不用 京东,0
12419639244,5,Apple_iPhone_8,2019/1/28 13:52,我能 声音 超级 小 封口 脏 游戏 闪退 发出 奇怪 声音 真的 很无语,1
10918426506,1,Apple_iPhone_8,2017/11/3 5:42,客服 人员 请补 差价 七天 不到 降,0
10851081516,2,Apple_iPhone_8,2017/10/11 12:50,,0
12515306915,5,Apple_iPhone_8,2019/3/6 12:39,已 京东 买 第三台 苹果 信任 自营 店 昨晚 下单 今 早就,1
12172852229,5,Apple_iPhone_8,2018/11/22 13:54,外观 很漂亮 运行 速度 很快 玩 吃 鸡 游戏 很棒 画面 好 特效 全开 卡顿 好 官 网查 下 正品,1
11381398293,2,Apple_iPhone_8,2018/4/8 22:06,感觉 手机 电池电量 不够,0
11956444455,1,Apple_iPhone_8,2018/9/28 16:52,屏幕 发黄,0
12142789577,5,Apple_iPhone_8,2018/11/16 10:36,一天 使用 感觉 好 系统 简洁 运行 速度 飞快 第一次 苹果 手机 深深 吸引 后面 白色 玻璃 材质 外观 大气 一个 上午 聊个 不停 三个 小时 耗电量 超过 百分之十 总体 感觉 好,1
12450877052,5,Apple_iPhone_8,2019/2/13 22:13,满意,1
12253878793,5,Apple_iPhone_8,2018/12/13 15:38,之前 电池 不行 流畅 度 电池 续航 能力 强太多 一直 钟意 黑色 手感 赞,1
11279558336,5,Apple_iPhone_8,2018/3/4 12:51,外观 没得说 简洁 漂亮 做工 精致 朋友 一下 感觉 国产手机 做工 出众 轻薄 屏幕 确实 国产 已经 外资 区别 实在 感觉 安卓 系统 逻辑 混乱 系统 强大 苹果 用户 从果 果 果 过程 中 安卓 系统 手机 最后 自觉 回到 苹果 使用 苹果 出现 问题 一次 问题 苹果 售后 真的 强大 手机 返厂 维修 还给 提供 同性 号 备用机 问 国产品牌 几家 感 抗衡 这次 依然 选择 苹果 为啥 选 京东 便宜 相对 假货 苹果 出现 假货 苹果 激活 信息 记录 追溯 性 强大 要说 满意 买 早 两天 以为 挺 便宜 没想到 收到 手机 降到,1
11574768617,2,Apple_iPhone_8,2018/6/10 8:02,使用 无线 充电 发烫 使用 时间 长 出现 问题,0
12408565798,5,Apple_iPhone_8,2019/1/25 9:12,喜欢 质量 好 京东 自营 好,1
12466069589,5,Apple_iPhone_8,2019/2/19 10:08,流畅 新 系统 操作性 好 屏幕 分辨率 高 拍照 人像 功能 独特 犹如 单反相机 拍摄 效果 运行 大型 单机游戏 现实感 很强 流畅 扬声器 变成 两个 实现 立体声 播放 音乐 低音 弹性 高音 刺耳 中音 醇厚 很耐 听 效果 电池 续航 能力 很强 电池 使用 时间 屏幕 使用 时间 周期性 统计 仿生 芯片 能力 很强 流畅 使用 使用 体验 最好 手机 一分钱 一分货 喜欢 买,1
12399908191,4,Apple_iPhone_8,2019/1/22 17:44,高通 基带 信号 好 信号 差 苹果 信号 不好 通病 英特尔 信号 不行 有时候 高通 苹果 就要 忍受 信号 问题 国产机 华为 信号 确实 苹果 要强 一点 这是 事实 说安卓 旗舰机 流畅 度 苹果 两个 手机 比较 出差 苹果 流畅 一点 差别 很小 有人 说安卓用 久 卡 旗舰机 定期 清理 垃圾 隔 一段时间 重启 一次 现在 安卓 旗舰机 流畅 度 真的 差别 极小,1
12329009494,5,Apple_iPhone_8,2019/1/2 14:04,京东 一直 挺快 关注 手机 很久 金色 黑色 贵 块钱 啥时候 京东 搞 点 优惠活动 京东 快递 挺快 现在 改用 环保 袋子 装送 感觉 小 纸箱装 一下 快递 送到 手后 打开 试用 系统 流畅 完美 确实 最新,1
11801418185,5,Apple_iPhone_8,2018/8/13 10:56,京东 价格 变 还好 搭配 银行 活动 送货 很快 手机 不错 金色 比较 耐看 我怕 深灰色 指纹 难受 手机 反应 实在 灵敏 速度 想 老公 再换 一部 苹果 满意,1
12513297941,5,Apple_iPhone_8,2019/3/5 19:01,全新 没错 期盼 已久 可算 到手 看过 三码 合一 买 希望 用个 妥妥 安排,1
10978626307,1,Apple_iPhone_8,2017/11/16 13:36,活动 购买 入手 加送 碎 屏保 东西 不错 讨厌 京东 营销 价保 手段 恶心,0
11484627042,1,Apple_iPhone_8,2018/5/14 21:49,完全 密封 朋友 买 一下 全 进水 摄像头 雾气 反正 苹果 最好 官方 买 耶,0
10828893465,5,Apple_iPhone_8,2017/10/2 11:04,手机 一切正常 功能 强大 正品 碰到 问题 芯片 强大 安兔 兔 跑 分 万 拍照 效果 好 后续 再来 追评,1
12369136172,5,Apple_iPhone_8,2019/1/13 21:00,好 手感 不错 京东 买 第四个 手机 电子产品 一直 京东 买 知道 差评 办 全新 激活 升级 系统 唯一 缺点 升级 强制 升级 好 流畅 不错,1
12499363720,5,Apple_iPhone_8,2019/3/1 14:51,好 现在 苹果 活动 力度 购买 价格 接受 范围 系统 流畅 外观 简洁 好 没货多 几天 辜负 期望 买 电器 依然 信赖 京东 棒棒 哒,1
12468930688,5,Apple_iPhone_8,2019/2/20 9:35,物流 很快 当天 下单 包装 好 手机 目前 外观 方面 比较 喜欢 性能 使用 后 评价 一次 满意 购机 体验,1
12481492064,5,Apple_iPhone_8,2019/2/23 21:02,,1
12471279528,5,Apple_iPhone_8,2019/2/20 20:20,手机 送货 挺快 期待 后期 使用 体验 希望 辜负 期望,1
11601433508,1,Apple_iPhone_8,2018/6/17 1:20,声音 小 对方 听不见,0
11337971566,5,Apple_iPhone_8,2018/3/24 12:28,苹果 手感 特别 好 电池 现在 最初 两天 能用 完 相机 最 看中 像素 还要 好 色素 柔和 拍 照片 感觉 前 几天 一直 纠结 黑色 银色 果断 选择 黑色 高大 感觉 值得 拥有,1
11475059198,5,Apple_iPhone_8,2018/5/11 17:29,苹果 手机 颜色 喜欢 电池容量 经用 不用 充电 方便 像素 挺 高 旅游 再也 不用 相机,1
11378404352,5,Apple_iPhone_8,2018/4/7 20:57,电池 充满 需要 小时 充满 一天 以前 毫 耐用 反应速度 挺快 软件 打开 广告 秒 开 拍照 完美 最 喜欢 人像 模式 背景 虚化 自然 音质 好 大声 声音 够重 快递 很快 晚上 两点 下单 下午 送到 满意 好评,1
10911283046,1,Apple_iPhone_8,2017/11/1 9:01,京东 为啥 后 封 简单 买 一个 灰机,0
10932783575,5,Apple_iPhone_8,2017/11/6 19:27,是从 车 转过 发现 京东 物流 给力 机子 完美 个赞 流畅 黑粉 所说 进灰 二手 磕碰 裂缝 问题 支持 京东 再 京豆 完美,1
12372346885,5,Apple_iPhone_8,2019/1/14 19:13,拍照 效果 好 电池 方面 充电 没安卓机 快充 外观 漂亮 挺 薄 一直 安卓 习惯 小米 觉得 小米 更好 操作 按键 使用 受限制 感觉 开放 苹果 苹果 喜欢 喜欢 好像 手机 品牌 模仿 每个 心中 一个 苹果 依然 引领 手机 变化 公司员工 觉得 挺 好,1
12501012612,5,Apple_iPhone_8,2019/3/2 0:23,拿到 几天 感觉 还好 是不是 新机 确定,1
12429632884,5,Apple_iPhone_8,2019/1/31 21:28,京东 物流 依旧 很快 满意 手机 使用 反应 很快 一点 不卡 手机 真的 很漂亮 使用 手感 超级 舒服,1
10943731898,1,Apple_iPhone_8,2017/11/9 12:47,买 几天 降价 降 价格 保护,0
11153004244,1,Apple_iPhone_8,2018/1/12 19:10,昨天 下单 今天 到货 显示 激活,0
11675733146,5,Apple_iPhone_8,2018/7/5 23:10,手机 喜欢 白色 看着 舒服 长时间 流畅 系统 解释 拍照 清晰 满意,1
12502338327,5,Apple_iPhone_8,2019/3/2 13:49,真的 好 昨天晚上 下 今天上午 中途 一直 物流 信息 一直 哈哈哈 太 着急 拿到 之后 拆开 包装 好 损坏 地方 手机 未 使用 段时间 再 评论 京东 真的 可以信赖,1
10974842072,5,Apple_iPhone_8,2017/11/15 16:43,新款手机 实在 太棒了 经典 设计 防尘 防水 系统 反应 灵敏 很快 现在 使用 中 喜欢 屏幕 艳丽 机身 耐磨 玻璃 设计 手工 好 快递 送货 服务周到 支持 京东,1
10816571073,5,Apple_iPhone_8,2017/9/27 11:40,第一次 苹果 感觉 媳妇 手感 好 左上角 看着 间隙 稍微 点 放大镜 好,1
12359915324,5,Apple_iPhone_8,2019/1/11 9:15,一直 中东 苹果 旗舰店 买手机 买 东西 值得 信赖 品质 保障 送 货款 满意,1
12156503244,5,Apple_iPhone_8,2018/11/18 22:15,京东 搞 活动 买 优惠 送货 速度 很快 隔天 收到 红色 好 漂亮 手感 不错 运行 速度 大大的 满意,1
10817563551,1,Apple_iPhone_8,2017/9/27 17:48,京东 买过 部手机 家里人 好 知道 怎么回事 压下 键 什 反应 手机 卡机 一直 用到 手机 不错 唯独 太 失望,0
12432519502,5,Apple_iPhone_8,2019/2/2 9:10,用户 未填写 评价 内容,1
12478551826,1,Apple_iPhone_8,2019/2/22 21:20,真的 正常,0
12498261720,5,Apple_iPhone_8,2019/3/1 9:35,亲人 买 质量 流畅 度 体验 知道,1
11734356674,2,Apple_iPhone_8,2018/7/23 18:55,一直 苹果 手机 之前 一直 官方 实体店 买 觉得 京东 信誉 挺 好 产品 真的 差劲 手机 声音 小 音质 不好 耳机 打开 一只 声音 一只 声音 店里 买 贵 一点 放心,0
12367408033,5,Apple_iPhone_8,2019/1/13 12:33,苹果 降价 果断 入手 划算 半个 手机 一直 犹豫 换安卓 这次 苹果 降价 真的 触动 心 继续 苹果 手机 正品 发现 问题 用爱思 助手 查 问题 新 赞,1
11347970604,5,Apple_iPhone_8,2018/3/27 20:26,今天 贴 膜 很漂亮 喜欢 京东 快递 服务 好 赞 一个 五分 好评 好用 晚上 拍抖音 清晰 流畅 喜欢 充电 速度 很快 操作 流畅 拍照 效果 不错 信号 挺强 续航 能力 好 满意 感 运行 不错 挺 满意 一次 购物 拍照 清晰 使用方便 游戏 流畅 稳稳 吃 鸡 尚未 发现 瑕疵 电话 支持 维修 支持 时间 显示 全新 未 拆封 手机 手机 速度 很快 流畅 好 正品 好货 物流 第二天 主动 要求 开箱 验货 金色 特别 好看 京东 多快好省,1
11345353254,2,Apple_iPhone_8,2018/3/26 22:17,手机 还行 过段时间 评价,0
11281313328,5,Apple_iPhone_8,2018/3/4 23:12,手机 拍 功能 方面 今天 使用 第二天 总体 外部 破损 快递 包裹 完好 打开 手机 验证 行货 一句 话 京东 值得 信赖 主要 物流 前一天 晚上 下单 第二天 中午 真的 特别,1
12509644443,5,Apple_iPhone_8,2019/3/4 17:26,一段时间 整体 来说 不错 至少 流畅 度 没得说,1
12420555038,1,Apple_iPhone_8,2019/1/28 18:31,怎嘛 感觉 翻新 机,0
12456520791,5,Apple_iPhone_8,2019/2/16 3:47,喜欢 留海屏 选择 手机 外观 很漂亮 做工 精致 性能 强大 尤其 照相 满意 现在 买 性价比 高,1
12495440156,5,Apple_iPhone_8,2019/2/28 11:12,东西 不错 试试看,1
12420074787,5,Apple_iPhone_8,2019/1/28 16:00,最后 一款 经典 设计 手机 价位 买 版本 觉得 喜欢 电池 应该 耐用 买来 打游戏 喜欢 颜色,1
11481698155,1,Apple_iPhone_8,2018/5/13 23:42,换个 两台 花,0
12485243769,5,Apple_iPhone_8,2019/2/25 8:44,收到 京东 物流 赞 一个 好 很快 滴 不错,1
12502421452,5,Apple_iPhone_8,2019/3/2 14:14,好 买 媳妇 买 京东 购物 放心 京东 快递 很快 隔天 到达,1
10945701700,1,Apple_iPhone_8,2017/11/9 21:05,太卡 正品 应该 仿品,0
10836387776,1,Apple_iPhone_8,2017/10/5 19:10,已 死机 次,0
12078309660,1,Apple_iPhone_8,2018/11/3 20:56,买 右 左 降下 价了,0
11111742671,1,Apple_iPhone_8,2017/12/28 10:46,骗人 活动,0
10894215225,1,Apple_iPhone_8,2017/10/26 11:46,拿到 手 情况 无 语,0
12442378125,5,Apple_iPhone_8,2019/2/9 22:31,帮 朋友 购买 第一 物流 县城 隔天 第二 正品 外观 瑕疵 屏幕 完好 第三 很爽 流畅 纠结 几款 推荐 这款 很香,1
12510606472,5,Apple_iPhone_8,2019/3/4 22:19,挺好用 服务态度 还好,1
11305493906,1,Apple_iPhone_8,2018/3/13 10:32,快递 速度 运输 中途 很大 服务 问题,0
12501761146,5,Apple_iPhone_8,2019/3/2 10:59,查过 全新 正品 外观 瑕疵 物流 很快 价格 实惠 好,1
12444436832,5,Apple_iPhone_8,2019/2/11 9:31,,1
12485171932,5,Apple_iPhone_8,2019/2/25 8:09,不错,1
11506494822,1,Apple_iPhone_8,2018/5/21 20:06,感觉,0
11622280690,5,Apple_iPhone_8,2018/6/21 10:03,好用 一笔 女朋友 好看 心 价比高 感觉 运行 速度 屏幕 更大 摄像 效果 好 手感 更棒 一直 信任 京东 京东 第二台 电脑 第三个 手机 更好 物流 更好 服务,1
12364482101,1,Apple_iPhone_8,2019/1/12 14:49,心情 不爽 号 买 号 跌 只 保价 一个 星期,0
10836387776,1,Apple_iPhone_8,2017/10/5 19:10,已 死机 次,0
12144684682,5,Apple_iPhone_8,2018/11/16 16:43,已经 一个 星期 手机 很棒 电量 经用 双十 一怕 挤 快递 双十 一前 买 划算 以前 安卓 系统 第一次 苹果 系统 真的 喜欢 买 黑 灰色 很大 气 一些 评论 太 吓人 有点 浮夸 买 不用 犹豫 正品,1
11276714961,1,Apple_iPhone_8,2018/3/3 12:19,购买 十天 降价 三百,0
12428329657,5,Apple_iPhone_8,2019/1/31 13:00,物流 很快 昨天晚上 下单 今天 完上 十点 收到 查 一下 正品 保修期 手指 点 屏幕 声音 有点 空洞 感觉 知道 怎么回事 没什么 问题 一段时间 总体 来说 不错,1
11043105046,1,Apple_iPhone_8,2017/12/5 14:22,喜欢 黑屏 相机 模糊 问题,0
11464014965,1,Apple_iPhone_8,2018/5/7 22:07,质量 问题,0
11554147381,5,Apple_iPhone_8,2018/6/4 18:40,外形 质量 系统 流畅性 稳定性 安全性 用户 体验 一款 安卓 问题 非常少 手机 配置 比安卓 旗舰级 低 系统 流畅性 稳定性 远远 比安卓 手机 高 系统 优化 比安卓好 许多 新 功能 安卓 手机,1
11279584277,5,Apple_iPhone_8,2018/3/4 13:00,婆婆 买 手机 背面 介于 粉色 金色 之间 很漂亮 婆婆 喜欢 配个 大理石 壳儿 方便 加 铁片 车上,1
12472944462,5,Apple_iPhone_8,2019/2/21 11:14,用户 未填写 评价 内容,1
11264712949,1,Apple_iPhone_8,2018/2/26 22:26,手机卡 顿,0
11952526725,2,Apple_iPhone_8,2018/9/27 13:23,还行,0
12503673513,5,Apple_iPhone_8,2019/3/2 20:40,手机 正品 国行,1
11270433319,1,Apple_iPhone_8,2018/3/1 1:56,号 买 手机 优惠 现在 优惠 变成 感觉 好 坑,0
11531465425,5,Apple_iPhone_8,2018/5/29 15:04,一直 三星 手机 习惯 纠结 久 买 苹果 继续 三星 第一次 苹果 满意 像素 外形 手感 运行 速度 满意 三星 不错 用久 确实 容易 卡机 满意 购物 一直 相信 京东 电子产品 这种 电子 外行 来说 手机 一直 京东 买 最 放心 支持 京东 购物,1
11685481758,2,Apple_iPhone_8,2018/7/9 7:15,买来 一段时间 发现 听筒 话筒 问题 再 观察 一下 送修,0
12489812911,5,Apple_iPhone_8,2019/2/26 14:56,用户 未填写 评价 内容,1
12364025490,2,Apple_iPhone_8,2019/1/12 12:36,买 完 降价 体验 太差,0
10930189790,1,Apple_iPhone_8,2017/11/6 9:04,购买 优惠 直降 昨天 直降 送,0
10955851421,5,Apple_iPhone_8,2017/11/12 8:04,机器 拿在手上 手感 好 玻璃 质感 温润 真的 喜欢,1
12223569023,1,Apple_iPhone_8,2018/12/5 18:19,刚刚 整 手机 读,0
11854395767,1,Apple_iPhone_8,2018/8/29 12:22,京东 买 支 手机 不错 京东 返豆 特别 少 特别 特产 少,0
12478551826,1,Apple_iPhone_8,2019/2/22 21:20,真的 正常,0
12420239671,5,Apple_iPhone_8,2019/1/28 16:49,手机 流畅 第一次 手机 官方 正品 京东 值得 信赖 永远 支持 京东,1
12491070340,5,Apple_iPhone_8,2019/2/26 21:22,刚买 达到 购物 预期 体验 玩游戏 几天 后 再 追评,1
10921497602,1,Apple_iPhone_8,2017/11/3 20:51,最 糟糕 一次 网购,0
12510606472,5,Apple_iPhone_8,2019/3/4 22:19,挺好用 服务态度 还好,1
11399325911,1,Apple_iPhone_8,2018/4/15 11:51,东西,0
12483922360,5,Apple_iPhone_8,2019/2/24 17:53,入手 外观 全新 物流 力 好评,1
10955508116,1,Apple_iPhone_8,2017/11/12 1:11,双十 一买 鬼,0
11639460567,1,Apple_iPhone_8,2018/6/25 11:56,缝隙 太,0
11325628805,5,Apple_iPhone_8,2018/3/20 8:33,手感 好 厚重 质感 屏幕 分辨率 不错 一直 果粉 用管 换 系统 不错,1
10979065901,1,Apple_iPhone_8,2017/11/16 15:18,京东 办法 做到 事情 承若 送 京东 豆 扯蛋,0
10928267660,1,Apple_iPhone_8,2017/11/5 17:29,手机 掉价 太快 早买 早 吃亏 星给 快递 小哥,0
12432519502,5,Apple_iPhone_8,2019/2/2 9:10,用户 未填写 评价 内容,1
12446381224,2,Apple_iPhone_8,2019/2/12 7:44,手机 不送 手机 壳 没贴 钢化 膜 使用 情况 电池 太行 追剧 只 够用 半天 十来天 出现 两三次 卡顿 总 觉得 正版 新机 应该 价格 偏高 希望 以后 毛病,0
12439273779,5,Apple_iPhone_8,2019/2/7 15:19,之前 换 这款 电池 些 屏幕 比较 重 外观 很漂亮 牛奶 金 正在 使用 中,1
12508734254,1,Apple_iPhone_8,2019/3/4 13:02,刚买 手机 两三天 后壳 咯噔 咯噔 响,0
11279507740,5,Apple_iPhone_8,2018/3/4 12:33,速度 超级 做工 好 资深 果粉 喜欢 速度 京东 活动 给力,1
